"Raw data packages from the headband:                  ""[ ]"" , i.e. 1 row, is 1 data package"
"[BrainBitSignalData(PackNum=0, Marker=0, O1=0.4, O2=-0.40000038147009037, T3=0.03477939107836826, T4=-0.4), BrainBitSignalData(PackNum=0, Marker=0, O1=0.4, O2=-0.40000038147009037, T3=0.04727902152921823, T4=-0.4)]"
"[BrainBitSignalData(PackNum=408, Marker=0, O1=0.4, O2=0.25330338793124, T3=0.10401239777793672, T4=0.33371537562882964), BrainBitSignalData(PackNum=408, Marker=0, O1=0.4, O2=0.25032525093579383, T3=0.1035958324392628, T4=0.330267267482059)]"
"[BrainBitSignalData(PackNum=409, Marker=0, O1=0.4, O2=0.2512102615454307, T3=0.10375604987721432, T4=0.3312217056481415), BrainBitSignalData(PackNum=409, Marker=0, O1=0.4, O2=0.25235238299597074, T3=0.10390863791335861, T4=0.3325904203323558)]"
"[BrainBitSignalData(PackNum=410, Marker=0, O1=0.4, O2=0.25265984788880147, T3=0.10388307941730444, T4=0.3330188112438309), BrainBitSignalData(PackNum=410, Marker=0, O1=0.4, O2=0.25030083685001075, T3=0.10361109124287723, T4=0.3302237798917579)]"
"[BrainBitSignalData(PackNum=411, Marker=0, O1=0.4, O2=0.25140710011205686, T3=0.10377588632191308, T4=0.3314605059247073), BrainBitSignalData(PackNum=411, Marker=0, O1=0.4, O2=0.2526545073075364, T3=0.10393762964022603, T4=0.3329421357556684)]"
"[BrainBitSignalData(PackNum=412, Marker=0, O1=0.4, O2=0.2515165820279904, T3=0.10373812078296736, T4=0.33168175857711657), BrainBitSignalData(PackNum=412, Marker=0, O1=0.4, O2=0.2509752759697685, T3=0.1037182843382686, T4=0.33095467658488903)]"
"[BrainBitSignalData(PackNum=413, Marker=0, O1=0.4, O2=0.2516661183034118, T3=0.10379953746751544, T4=0.331734019979496), BrainBitSignalData(PackNum=413, Marker=0, O1=0.4, O2=0.25438714445795485, T3=0.10415048995064731, T4=0.3349685048756646)]"
"[BrainBitSignalData(PackNum=414, Marker=0, O1=0.4, O2=0.2511278640059128, T3=0.10361414300360013, T4=0.33138268602627374), BrainBitSignalData(PackNum=414, Marker=0, O1=0.4, O2=0.24997429845266195, T3=0.1035882030374556, T4=0.32986939417781275)]"
"[BrainBitSignalData(PackNum=415, Marker=0, O1=0.4, O2=0.2517862813818754, T3=0.10383081801492502, T4=0.3319323844264836), BrainBitSignalData(PackNum=415, Marker=0, O1=0.4, O2=0.2532045871778366, T3=0.10397348782871993, T4=0.3336844765515104)]"
"[BrainBitSignalData(PackNum=416, Marker=0, O1=0.4, O2=0.2502409460458241, T3=0.10358095510573874, T4=0.3302787115847698), BrainBitSignalData(PackNum=416, Marker=0, O1=0.4, O2=0.25128159645232817, T3=0.1037766492620938, T4=0.33133805402570154)]"
"[BrainBitSignalData(PackNum=417, Marker=0, O1=0.4, O2=0.2523005030636817, T3=0.10389986410128031, T4=0.33250344515175356), BrainBitSignalData(PackNum=417, Marker=0, O1=0.4, O2=0.2520418663424171, T3=0.10382433302338889, T4=0.3322985957132299)]"
"[BrainBitSignalData(PackNum=418, Marker=0, O1=0.4, O2=0.2509577283456119, T3=0.10372095462890113, T4=0.3310038862265456), BrainBitSignalData(PackNum=418, Marker=0, O1=0.4, O2=0.2517004506115442, T3=0.1038250959635696, T4=0.3317992513649477)]"
"[BrainBitSignalData(PackNum=419, Marker=0, O1=0.4, O2=0.25322938273371004, T3=0.10402155306010538, T4=0.33357613904584793), BrainBitSignalData(PackNum=419, Marker=0, O1=0.4, O2=0.25163521922609255, T3=0.10373468755215412, T4=0.33185303864768856)]"
"[BrainBitSignalData(PackNum=420, Marker=0, O1=0.4, O2=0.2506662851965763, T3=0.10369081849176263, T4=0.330671244307751), BrainBitSignalData(PackNum=420, Marker=0, O1=0.4, O2=0.2517214314665141, T3=0.10385218033998522, T4=0.33184502777579095)]"
"[BrainBitSignalData(PackNum=421, Marker=0, O1=0.4, O2=0.25362153398660087, T3=0.10408564003528599, T4=0.33406442076150966), BrainBitSignalData(PackNum=421, Marker=0, O1=0.4, O2=0.25079712943757004, T3=0.10365572324344945, T4=0.33089516725079277)]"
"[BrainBitSignalData(PackNum=422, Marker=0, O1=0.4, O2=0.251125956655461, T3=0.10378198984335885, T4=0.3312239944686837), BrainBitSignalData(PackNum=422, Marker=0, O1=0.4, O2=0.2521589776601578, T3=0.10392160789643087, T4=0.3323954891161815)]"
"[BrainBitSignalData(PackNum=423, Marker=0, O1=0.4, O2=0.25336251579524594, T3=0.10403643039362945, T4=0.333845838399733), BrainBitSignalData(PackNum=423, Marker=0, O1=0.4, O2=0.2503942970221491, T3=0.10364389767064826, T4=0.3304286293302816)]"
"[BrainBitSignalData(PackNum=424, Marker=0, O1=0.4, O2=0.2513361466752497, T3=0.10381822950194311, T4=0.331455928283623), BrainBitSignalData(PackNum=424, Marker=0, O1=0.4, O2=0.25266175523925327, T3=0.10399332427341869, T4=0.3329661683713611)]"
"[BrainBitSignalData(PackNum=425, Marker=0, O1=0.4, O2=0.2526537443673557, T3=0.1039242781870634, T4=0.33303025534654174), BrainBitSignalData(PackNum=425, Marker=0, O1=0.4, O2=0.25056214386190784, T3=0.10368967408149155, T4=0.3305587106310946)]"
"[BrainBitSignalData(PackNum=426, Marker=0, O1=0.4, O2=0.25160203132823117, T3=0.10384531387835873, T4=0.3317618672960923), BrainBitSignalData(PackNum=426, Marker=0, O1=0.4, O2=0.2530149965429273, T3=0.1040272751114608, T4=0.3334250768900651)]"
"[BrainBitSignalData(PackNum=427, Marker=0, O1=0.4, O2=0.2515863910545264, T3=0.1037785566125456, T4=0.33180154018548985), BrainBitSignalData(PackNum=427, Marker=0, O1=0.4, O2=0.2512789261616956, T3=0.10379000071525642, T4=0.3313609422311232)]"
"[BrainBitSignalData(PackNum=428, Marker=0, O1=0.4, O2=0.25191903297332097, T3=0.10388193500703335, T4=0.3321120568390435), BrainBitSignalData(PackNum=428, Marker=0, O1=0.4, O2=0.2547674701380445, T3=0.10426302362730372, T4=0.3354735712753022)]"
"[BrainBitSignalData(PackNum=429, Marker=0, O1=0.4, O2=0.2509790906706721, T3=0.1036648785256181, T4=0.3311911880409127), BrainBitSignalData(PackNum=429, Marker=0, O1=0.4, O2=0.2503191474143481, T3=0.10370684023555779, T4=0.3302237798917579)]"
"[BrainBitSignalData(PackNum=430, Marker=0, O1=0.4, O2=0.252091457454164, T3=0.10394983668311757, T4=0.3322654078153685), BrainBitSignalData(PackNum=430, Marker=0, O1=0.4, O2=0.25325723005030637, T3=0.1040562668383282, T4=0.3337146126886489)]"
"[BrainBitSignalData(PackNum=431, Marker=0, O1=0.4, O2=0.250527430083685, T3=0.10370035524402166, T4=0.3305129342202513), BrainBitSignalData(PackNum=431, Marker=0, O1=0.4, O2=0.25166726271368284, T3=0.10388651264811768, T4=0.3317553823045562)]"
"[BrainBitSignalData(PackNum=432, Marker=0, O1=0.4, O2=0.25263962997401235, T3=0.10400743866676204, T4=0.3329356507641323), BrainBitSignalData(PackNum=432, Marker=0, O1=0.4, O2=0.252174999403953, T3=0.10390596762272608, T4=0.33250535250220536)]"
"[BrainBitSignalData(PackNum=433, Marker=0, O1=0.4, O2=0.25134873518823164, T3=0.10383921035691296, T4=0.3314822497198579), BrainBitSignalData(PackNum=433, Marker=0, O1=0.4, O2=0.2519884605297666, T3=0.10392275230670195, T4=0.33218186586557946)]"
"[BrainBitSignalData(PackNum=434, Marker=0, O1=0.4, O2=0.2535799537467516, T3=0.10412569439477386, T4=0.33405221371861815), BrainBitSignalData(PackNum=434, Marker=0, O1=0.4, O2=0.2516073719094962, T3=0.10379534129652147, T4=0.33188508213527884)]"
"[BrainBitSignalData(PackNum=435, Marker=0, O1=0.4, O2=0.2510782728941659, T3=0.1038086927496841, T4=0.33115838161314165), BrainBitSignalData(PackNum=435, Marker=0, O1=0.4, O2=0.25208687981307965, T3=0.10394449610185252, T4=0.33229287366187443)]"
"[BrainBitSignalData(PackNum=436, Marker=0, O1=0.4, O2=0.25378098848437164, T3=0.10414553083947262, T4=0.3343272536537682), BrainBitSignalData(PackNum=436, Marker=0, O1=0.4, O2=0.2507444865651003, T3=0.10370798464582887, T4=0.33089593019097346)]"
"[BrainBitSignalData(PackNum=437, Marker=0, O1=0.4, O2=0.2514242662661231, T3=0.10387697589585866, T4=0.3315852466442553), BrainBitSignalData(PackNum=437, Marker=0, O1=0.4, O2=0.2525385404000668, T3=0.10402574923109935, T4=0.33285439763488545)]"
"[BrainBitSignalData(PackNum=438, Marker=0, O1=0.4, O2=0.2533930334024748, T3=0.10410051736881006, T4=0.3339373912214196), BrainBitSignalData(PackNum=438, Marker=0, O1=0.4, O2=0.2505430703573898, T3=0.10374956488567819, T4=0.33065522256395585)]"
"[BrainBitSignalData(PackNum=439, Marker=0, O1=0.4, O2=0.25161614572157454, T3=0.10393724817013567, T4=0.3318232839806404), BrainBitSignalData(PackNum=439, Marker=0, O1=0.4, O2=0.2530329256371743, T3=0.10411310588179196, T4=0.3334349951124145)]"
"[BrainBitSignalData(PackNum=440, Marker=0, O1=0.4, O2=0.2524767422454283, T3=0.1039601363755573, T4=0.3329074219774456), BrainBitSignalData(PackNum=440, Marker=0, O1=0.4, O2=0.2506422525808836, T3=0.10378542307417209, T4=0.3307402903941063)]"
"[BrainBitSignalData(PackNum=441, Marker=0, O1=0.4, O2=0.2517481343728393, T3=0.10395861049519586, T4=0.33197549054669434), BrainBitSignalData(PackNum=441, Marker=0, O1=0.4, O2=0.25362267839687197, T3=0.10420656605393033, T4=0.33413766301885894)]"
"[BrainBitSignalData(PackNum=442, Marker=0, O1=0.4, O2=0.25145630975371336, T3=0.10385752092125027, T4=0.3317309682187731), BrainBitSignalData(PackNum=442, Marker=0, O1=0.4, O2=0.2510134229788046, T3=0.10389109028920201, T4=0.3311511336814248)]"
"[BrainBitSignalData(PackNum=443, Marker=0, O1=0.4, O2=0.25196442791407386, T3=0.10403910068426198, T4=0.3322478601912119), BrainBitSignalData(PackNum=443, Marker=0, O1=0.4, O2=0.2536806618506068, T3=0.10425653863576759, T4=0.33425019669551537)]"
"[BrainBitSignalData(PackNum=444, Marker=0, O1=0.4, O2=0.25072999070166657, T3=0.10384149917745512, T4=0.33086350523329283), BrainBitSignalData(PackNum=444, Marker=0, O1=0.4, O2=0.2514425768304604, T3=0.10400934601721384, T4=0.3316115680804902)]"
"[BrainBitSignalData(PackNum=445, Marker=0, O1=0.4, O2=0.2522429010800372, T3=0.10413103497603891, T4=0.3325576139045848), BrainBitSignalData(PackNum=445, Marker=0, O1=0.4, O2=0.2525820279903679, T3=0.10414820113010514, T4=0.3329718904227166)]"
"[BrainBitSignalData(PackNum=446, Marker=0, O1=0.4, O2=0.2512415420928403, T3=0.10399599456405122, T4=0.33139641894952676), BrainBitSignalData(PackNum=446, Marker=0, O1=0.4, O2=0.2518583792289536, T3=0.10412226116396062, T4=0.33211053095868204)]"
"[BrainBitSignalData(PackNum=447, Marker=0, O1=0.4, O2=0.253066495005126, T3=0.1043030779867916, T4=0.33354905466943235), BrainBitSignalData(PackNum=447, Marker=0, O1=0.4, O2=0.25240388145816944, T3=0.10414362348902081, T4=0.33286698614786736)]"
"[BrainBitSignalData(PackNum=448, Marker=0, O1=0.4, O2=0.2507757671125098, T3=0.10399637603414158, T4=0.3308936413704313), BrainBitSignalData(PackNum=448, Marker=0, O1=0.4, O2=0.2517660634670863, T3=0.10415239730109911, T4=0.33201058579500753)]"
"[BrainBitSignalData(PackNum=449, Marker=0, O1=0.4, O2=0.25351090766039625, T3=0.10439691962902034, T4=0.33408311279593733), BrainBitSignalData(PackNum=449, Marker=0, O1=0.4, O2=0.25126824499916556, T3=0.10404940037670171, T4=0.33155854373793003)]"
"[BrainBitSignalData(PackNum=450, Marker=0, O1=0.4, O2=0.25111870872374414, T3=0.10411348735188232, T4=0.3312426865031114), BrainBitSignalData(PackNum=450, Marker=0, O1=0.4, O2=0.25208878716353145, T3=0.10424814629377965, T4=0.33235009417542855)]"
"[BrainBitSignalData(PackNum=451, Marker=0, O1=0.4, O2=0.25364785542283574, T3=0.104429344586701, T4=0.3342570631571418), BrainBitSignalData(PackNum=451, Marker=0, O1=0.4, O2=0.2506189829053716, T3=0.10401392365829817, T4=0.330778055933052)]"
"[BrainBitSignalData(PackNum=452, Marker=0, O1=0.4, O2=0.25149064206184585, T3=0.10419550342130987, T4=0.3316657368333214), BrainBitSignalData(PackNum=452, Marker=0, O1=0.4, O2=0.2521589776601578, T3=0.10427484920010491, T4=0.33245232815964526)]"
"[BrainBitSignalData(PackNum=453, Marker=0, O1=0.4, O2=0.25218987673747706, T3=0.10425730157594831, T4=0.3325534177335908), BrainBitSignalData(PackNum=453, Marker=0, O1=0.4, O2=0.25157036931073123, T3=0.10419931812221349, T4=0.3318213766301886)]"
"[BrainBitSignalData(PackNum=454, Marker=0, O1=0.4, O2=0.25197205731588107, T3=0.10427141596929167, T4=0.3322345087380493), BrainBitSignalData(PackNum=454, Marker=0, O1=0.4, O2=0.25364899983310685, T3=0.10451250506639964, T4=0.33417085091672033)]"
"[BrainBitSignalData(PackNum=455, Marker=0, O1=0.4, O2=0.25353303292563717, T3=0.10438967169730348, T4=0.33424027847316595), BrainBitSignalData(PackNum=455, Marker=0, O1=0.4, O2=0.24953446343847605, T3=0.10394297022149107, T4=0.3295409484300122)]"
"[BrainBitSignalData(PackNum=456, Marker=0, O1=0.4, O2=0.25146432062561097, T3=0.10425272393486398, T4=0.33163788951672507), BrainBitSignalData(PackNum=456, Marker=0, O1=0.4, O2=0.25363450396967313, T3=0.10451555682712253, T4=0.33415673652337696)]"
"[BrainBitSignalData(PackNum=457, Marker=0, O1=0.4, O2=0.2511934768614548, T3=0.10411653911260521, T4=0.3314490618219965), BrainBitSignalData(PackNum=457, Marker=0, O1=0.4, O2=0.25113701928808146, T3=0.1041893998998641, T4=0.3313037217175691)]"
"[BrainBitSignalData(PackNum=458, Marker=0, O1=0.4, O2=0.25219865054955537, T3=0.10432100708103856, T4=0.33248818634813915), BrainBitSignalData(PackNum=458, Marker=0, O1=0.4, O2=0.25370049829530555, T3=0.10447893569844789, T4=0.33429177693536466)]"
"[BrainBitSignalData(PackNum=459, Marker=0, O1=0.4, O2=0.250708246906516, T3=0.10406427771022579, T4=0.33087761962663614), BrainBitSignalData(PackNum=459, Marker=0, O1=0.4, O2=0.25156655460982763, T3=0.10424471306296641, T4=0.33179200343323084)]"
"[BrainBitSignalData(PackNum=460, Marker=0, O1=0.4, O2=0.252472164604344, T3=0.10436678349188185, T4=0.3327998474119639), BrainBitSignalData(PackNum=460, Marker=0, O1=0.4, O2=0.2525801206399161, T3=0.10434618410700236, T4=0.3329432801659395)]"
"[BrainBitSignalData(PackNum=461, Marker=0, O1=0.4, O2=0.2513124955296474, T3=0.10421305104546646, T4=0.33145173211262907), BrainBitSignalData(PackNum=461, Marker=0, O1=0.4, O2=0.25191979591350167, T3=0.10432863648284577, T4=0.33214028562573017)]"
"[BrainBitSignalData(PackNum=462, Marker=0, O1=0.4, O2=0.2533983739837398, T3=0.1045517964857068, T4=0.3338004434589801), BrainBitSignalData(PackNum=462, Marker=0, O1=0.4, O2=0.25229058484133227, T3=0.10433474000429153, T4=0.33254807715232576)]"
"[BrainBitSignalData(PackNum=463, Marker=0, O1=0.4, O2=0.2510015974060034, T3=0.10423441337052668, T4=0.3309390363111842), BrainBitSignalData(PackNum=463, Marker=0, O1=0.4, O2=0.2519545096917245, T3=0.10438166082540591, T4=0.33202965929952555)]"
"[BrainBitSignalData(PackNum=464, Marker=0, O1=0.4, O2=0.2538404978184679, T3=0.10463610137567651, T4=0.33421853467801543), BrainBitSignalData(PackNum=464, Marker=0, O1=0.4, O2=0.25132165081181607, T3=0.10424890923396038, T4=0.33134682783777986)]"
"[BrainBitSignalData(PackNum=465, Marker=0, O1=0.4, O2=0.2514025224709725, T3=0.10434847292754452, T4=0.3313357652051594), BrainBitSignalData(PackNum=465, Marker=0, O1=0.4, O2=0.25228104808907326, T3=0.10447283217700212, T4=0.3323554347566936)]"
"[BrainBitSignalData(PackNum=466, Marker=0, O1=0.4, O2=0.2537649667405765, T3=0.10463991607658012, T4=0.3341163006937987), BrainBitSignalData(PackNum=466, Marker=0, O1=0.4, O2=0.25079140738621464, T3=0.10424051689197245, T4=0.33065255227332335)]"
"[BrainBitSignalData(PackNum=467, Marker=0, O1=0.4, O2=0.25168748062847196, T3=0.10441217843263477, T4=0.3315882984049782), BrainBitSignalData(PackNum=467, Marker=0, O1=0.4, O2=0.2528513458741626, T3=0.10456400352859833, T4=0.33297608659371053)]"
"[BrainBitSignalData(PackNum=468, Marker=0, O1=0.4, O2=0.25308289821901153, T3=0.10454149679326706, T4=0.3333522161028062), BrainBitSignalData(PackNum=468, Marker=0, O1=0.4, O2=0.2506994730944377, T3=0.1042798083112796, T4=0.33049805688672723)]"
"[BrainBitSignalData(PackNum=469, Marker=0, O1=0.4, O2=0.25179581813413443, T3=0.10445681043320697, T4=0.3316897694490141), BrainBitSignalData(PackNum=469, Marker=0, O1=0.4, O2=0.2533270390768424, T3=0.10466623751281501, T4=0.33349564885678185)]"
"[BrainBitSignalData(PackNum=470, Marker=0, O1=0.4, O2=0.25194993205064015, T3=0.1044167560737191, T4=0.33202088548744724), BrainBitSignalData(PackNum=470, Marker=0, O1=0.4, O2=0.2508680828743771, T3=0.10435610232935175, T4=0.3306296640679017)]"
"[BrainBitSignalData(PackNum=471, Marker=0, O1=0.4, O2=0.25192437355458597, T3=0.10450106096368882, T4=0.3318114584078392), BrainBitSignalData(PackNum=471, Marker=0, O1=0.4, O2=0.2537001168252152, T3=0.10472155067591732, T4=0.33394921679422074)]"
"[BrainBitSignalData(PackNum=472, Marker=0, O1=0.4, O2=0.2509497174737143, T3=0.10430651121760484, T4=0.3308772381565458), BrainBitSignalData(PackNum=472, Marker=0, O1=0.4, O2=0.2512648117683523, T3=0.10443354075769497, T4=0.331125956655461)]"
"[BrainBitSignalData(PackNum=473, Marker=0, O1=0.4, O2=0.2522505304818444, T3=0.10456285911832726, T4=0.33224938607157334), BrainBitSignalData(PackNum=473, Marker=0, O1=0.4, O2=0.25346131654864934, T3=0.10468607395751377, T4=0.333752759697685)]"
"[BrainBitSignalData(PackNum=474, Marker=0, O1=0.4, O2=0.250424814629378, T3=0.1042885821233579, T4=0.3302626898409747), BrainBitSignalData(PackNum=474, Marker=0, O1=0.4, O2=0.2514471544715447, T3=0.10448351333953222, T4=0.33132279522208713)]"
"[BrainBitSignalData(PackNum=475, Marker=0, O1=0.4, O2=0.25240960350952485, T3=0.10459452113582719, T4=0.33240464439835016), BrainBitSignalData(PackNum=475, Marker=0, O1=0.4, O2=0.2522108575924469, T3=0.10451441241685144, T4=0.33227647044798897)]"
"[BrainBitSignalData(PackNum=476, Marker=0, O1=0.4, O2=0.2511042128603104, T3=0.10441446725317693, T4=0.33102601149178645), BrainBitSignalData(PackNum=476, Marker=0, O1=0.4, O2=0.25171799823570085, T3=0.1045216603485683, T4=0.33171761676561046)]"
"[BrainBitSignalData(PackNum=477, Marker=0, O1=0.4, O2=0.2533152135040412, T3=0.10474291300097752, T4=0.33357346875521543), BrainBitSignalData(PackNum=477, Marker=0, O1=0.4, O2=0.25165887037169493, T3=0.10446291395465275, T4=0.33177483727916457)]"
"[BrainBitSignalData(PackNum=478, Marker=0, O1=0.4, O2=0.2506865031113654, T3=0.10443087046706244, T4=0.33057549531507047), BrainBitSignalData(PackNum=478, Marker=0, O1=0.4, O2=0.25169511003027917, T3=0.10457849939203205, T4=0.3316943470900985)]"
"[BrainBitSignalData(PackNum=479, Marker=0, O1=0.4, O2=0.2535852943280166, T3=0.1048012779248027, T4=0.3338706339556064), BrainBitSignalData(PackNum=479, Marker=0, O1=0.4, O2=0.250773859762058, T3=0.10435610232935175, T4=0.3306842142908233)]"
"[BrainBitSignalData(PackNum=480, Marker=0, O1=0.4, O2=0.2510736952530816, T3=0.1044720692368214, T4=0.3309878644827504), BrainBitSignalData(PackNum=480, Marker=0, O1=0.4, O2=0.2520712395393749, T3=0.10460710964880911, T4=0.3321509667882603)]"
"[BrainBitSignalData(PackNum=481, Marker=0, O1=0.4, O2=0.2532434971270534, T3=0.10472116920582696, T4=0.3335646949431371), BrainBitSignalData(PackNum=481, Marker=0, O1=0.4, O2=0.2503134253629926, T3=0.1043370288248337, T4=0.33017571466037243)]"
"[BrainBitSignalData(PackNum=482, Marker=0, O1=0.4, O2=0.25126023412726795, T3=0.10451822711775505, T4=0.33123047946021983), BrainBitSignalData(PackNum=482, Marker=0, O1=0.4, O2=0.2525278592375367, T3=0.10469713659013423, T4=0.33271668693226525)]"
"[BrainBitSignalData(PackNum=483, Marker=0, O1=0.4, O2=0.2525137448441933, T3=0.10463190520468255, T4=0.33278611448871087), BrainBitSignalData(PackNum=483, Marker=0, O1=0.4, O2=0.25040650406504067, T3=0.10439997138974323, T4=0.33029397038838426)]"
"[BrainBitSignalData(PackNum=484, Marker=0, O1=0.4, O2=0.2515074267458217, T3=0.10456934410986339, T4=0.33154481081467707), BrainBitSignalData(PackNum=484, Marker=0, O1=0.4, O2=0.2531656772286198, T3=0.10480051498462199, T4=0.33352044441265527)]"
"[BrainBitSignalData(PackNum=485, Marker=0, O1=0.4, O2=0.2514513506425387, T3=0.10449381303197197, T4=0.33162339365329135), BrainBitSignalData(PackNum=485, Marker=0, O1=0.4, O2=0.2506922251627208, T3=0.10446711012564672, T4=0.33063500464916673)]"
"[BrainBitSignalData(PackNum=486, Marker=0, O1=0.4, O2=0.2516054645590444, T3=0.10459375819564648, T4=0.33168633621820093), BrainBitSignalData(PackNum=486, Marker=0, O1=0.4, O2=0.25339112605202296, T3=0.10481806260877859, T4=0.3338260019550342)]"
"[BrainBitSignalData(PackNum=487, Marker=0, O1=0.4, O2=0.2505323891948597, T3=0.10440264168037575, T4=0.33055069975919704), BrainBitSignalData(PackNum=487, Marker=0, O1=0.4, O2=0.25109620198841287, T3=0.10454187826335741, T4=0.3310897169968767)]"
"[BrainBitSignalData(PackNum=488, Marker=0, O1=0.4, O2=0.25206895071883273, T3=0.10465403046992347, T4=0.3322409937295854), BrainBitSignalData(PackNum=488, Marker=0, O1=0.4, O2=0.25303445151753573, T3=0.10472536537682092, T4=0.3334903082755168)]"
"[BrainBitSignalData(PackNum=489, Marker=0, O1=0.4, O2=0.250216531960041, T3=0.10436411320124932, T4=0.3302153875497699), BrainBitSignalData(PackNum=489, Marker=0, O1=0.4, O2=0.25127778175142457, T3=0.10455713706697184, T4=0.33135560164985817)]"
"[BrainBitSignalData(PackNum=490, Marker=0, O1=0.4, O2=0.2522100946522662, T3=0.10466776339317646, T4=0.3324496578690127), BrainBitSignalData(PackNum=490, Marker=0, O1=0.4, O2=0.2517691152278092, T3=0.10455217795579716, T4=0.33203461841070026)]"
"[BrainBitSignalData(PackNum=491, Marker=0, O1=0.4, O2=0.25093979925136495, T3=0.10448046157880934, T4=0.3310237226712443), BrainBitSignalData(PackNum=491, Marker=0, O1=0.4, O2=0.2516317859952793, T3=0.10457621057148989, T4=0.3317794149202489)]"
"[BrainBitSignalData(PackNum=492, Marker=0, O1=0.4, O2=0.2536589180554562, T3=0.10485125050663997, T4=0.3341712323868107), BrainBitSignalData(PackNum=492, Marker=0, O1=0.4, O2=0.2515146746775386, T3=0.10447817275826718, T4=0.33186639010085117)]"
"[BrainBitSignalData(PackNum=493, Marker=0, O1=0.4, O2=0.2500925541806738, T3=0.1043992084495625, T4=0.33007309920606537), BrainBitSignalData(PackNum=493, Marker=0, O1=0.4, O2=0.25153412965214694, T3=0.10460253200772478, T4=0.3316516224399781)]"
"[BrainBitSignalData(PackNum=494, Marker=0, O1=0.4, O2=0.25333504994873995, T3=0.10481348496769426, T4=0.33377641084328735), BrainBitSignalData(PackNum=494, Marker=0, O1=0.4, O2=0.250313806833083, T3=0.10438166082540591, T4=0.3303523353122094)]"
"[BrainBitSignalData(PackNum=495, Marker=0, O1=0.4, O2=0.25095429511479866, T3=0.10454836325489354, T4=0.33100503063681663), BrainBitSignalData(PackNum=495, Marker=0, O1=0.4, O2=0.2521349450444651, T3=0.1047120139236583, T4=0.3323264430298262)]"
"[BrainBitSignalData(PackNum=496, Marker=0, O1=0.4, O2=0.25382867224566674, T3=0.10486727225043511, T4=0.3343837112271416), BrainBitSignalData(PackNum=496, Marker=0, O1=0.4, O2=0.2496794220728131, T3=0.10431070738859882, T4=0.3296172424480843)]"
"[BrainBitSignalData(PackNum=497, Marker=0, O1=0.4, O2=0.2509890088930215, T3=0.10457277734067663, T4=0.33104699234675633), BrainBitSignalData(PackNum=497, Marker=0, O1=0.4, O2=0.2526423002646449, T3=0.10479097823236297, T4=0.33293717664449374)]"
"[BrainBitSignalData(PackNum=498, Marker=0, O1=0.4, O2=0.25216889588250724, T3=0.10465136017929094, T4=0.3324698757838018), BrainBitSignalData(PackNum=498, Marker=0, O1=0.4, O2=0.25040917435567317, T3=0.1044808430488997, T4=0.3303695014662757)]"
"[BrainBitSignalData(PackNum=499, Marker=0, O1=0.4, O2=0.2514666094461531, T3=0.10464525665784517, T4=0.3315932575161529), BrainBitSignalData(PackNum=499, Marker=0, O1=0.4, O2=0.25328088119590875, T3=0.10488329399423027, T4=0.333697828004673)]"
"[BrainBitSignalData(PackNum=500, Marker=0, O1=0.4, O2=0.2512354385713945, T3=0.1045430226736285, T4=0.3314025224709725), BrainBitSignalData(PackNum=500, Marker=0, O1=0.4, O2=0.2508177288224495, T3=0.10456362205850797, T4=0.3308306988055218)]"
"[BrainBitSignalData(PackNum=501, Marker=0, O1=0.4, O2=0.2517504231933815, T3=0.10469675512004387, T4=0.33192132179386313), BrainBitSignalData(PackNum=501, Marker=0, O1=0.4, O2=0.2535017523782276, T3=0.10490198602865794, T4=0.33398621939298573)]"
"[BrainBitSignalData(PackNum=502, Marker=0, O1=0.4, O2=0.2505350594854922, T3=0.10447130629664068, T4=0.3305701547338054), BrainBitSignalData(PackNum=502, Marker=0, O1=0.4, O2=0.251219035357509, T3=0.10462885344395967, T4=0.3312629044179005)]"
"[BrainBitSignalData(PackNum=503, Marker=0, O1=0.4, O2=0.25203576282097134, T3=0.10473375771880886, T4=0.3322223016951577), BrainBitSignalData(PackNum=503, Marker=0, O1=0.4, O2=0.25231538039720575, T3=0.10473299477862814, T4=0.33257859475955465)]"
"[BrainBitSignalData(PackNum=504, Marker=0, O1=0.4, O2=0.25100846386762987, T3=0.10457582910139952, T4=0.33100808239753954), BrainBitSignalData(PackNum=504, Marker=0, O1=0.4, O2=0.2516348377560022, T3=0.10466852633335717, T4=0.33171380206470685)]"
"[BrainBitSignalData(PackNum=505, Marker=0, O1=0.4, O2=0.2528494385237108, T3=0.10483370288248338, T4=0.33316720310898124), BrainBitSignalData(PackNum=505, Marker=0, O1=0.4, O2=0.25215363707889277, T3=0.1046780630856162, T4=0.33247941253606084)]"
"[BrainBitSignalData(PackNum=506, Marker=0, O1=0.4, O2=0.25056672150299214, T3=0.10452928975037551, T4=0.3305342965453115), BrainBitSignalData(PackNum=506, Marker=0, O1=0.4, O2=0.25159020575543, T3=0.10466967074362826, T4=0.33167489211549006)]"
"[BrainBitSignalData(PackNum=507, Marker=0, O1=0.4, O2=0.2533716710774146, T3=0.10490847102019407, T4=0.3337767923133777), BrainBitSignalData(PackNum=507, Marker=0, O1=0.4, O2=0.2511103163817562, T3=0.10455980735760437, T4=0.33125527501609325)]"
"[BrainBitSignalData(PackNum=508, Marker=0, O1=0.4, O2=0.2509500989438047, T3=0.10461168728989342, T4=0.33095734687552153), BrainBitSignalData(PackNum=508, Marker=0, O1=0.4, O2=0.2518484610066042, T3=0.10472307655627876, T4=0.33198960494003765)]"
